#{"t_start": 1765075167.74503, "env_id": "highway-v0"}
r,l,t
58.770777,80,6267.354893
58.770777,80,6275.080417
58.770777,80,6282.559487
53.437443,80,6290.036436
55.215221,80,6297.818028
58.770777,80,6305.643684
55.215221,80,6313.434411
58.770777,80,6320.842492
58.770777,80,6328.417106
56.992999,80,6336.259733
56.992999,80,6344.052651
55.215221,80,6351.738764
58.770777,80,6359.221872
56.992999,80,6366.993252
53.437443,80,6401.612347
56.992999,80,6409.388829
56.992999,80,6417.196714
58.770777,80,6424.738663
53.437443,80,6432.021791
55.215221,80,6439.734852
56.992999,80,6447.556911
56.992999,80,6455.34752
55.215221,80,6462.858129
58.770777,80,6470.526524
56.992999,80,6478.374081
55.215221,80,6486.172572
58.770777,80,6493.863143
56.992999,80,6501.248585
58.770777,80,6508.96721
56.992999,80,6516.902017
53.437443,80,6524.760502
55.215221,80,6532.353581
53.437443,80,6539.902134
58.770777,80,6547.57603
55.215221,80,6555.348841
58.770777,80,6563.146301
55.215221,80,6570.675556
58.770777,80,6578.245467
